date,tavg,prcp,wspd,wdir
2016-12-16,9.9,9.5,18.3,116.0
2017-12-16,2.5,0.2,24.1,311.0
2018-12-16,6.9,8.7,8.5,291.0
2019-12-16,10.4,20.4,21.1,102.0
2020-12-16,9.0,1.8,13.4,74.0
2021-12-16,6.6,0.0,3.6,301.0
2022-12-16,9.0,0.1,2.8,309.0
2023-12-16,6.1,0.0,7.3,326.0
2024-12-16,5.4,0.0,5.5,334.0
2025-12-16,9.8,15.7,11.6,97.0
