date,tavg,prcp,wspd,wdir
2016-12-16,5.1,0.7,9.3,149.0
2017-12-16,0.3,3.2,23.0,302.0
2018-12-16,6.4,14.1,10.7,299.0
2019-12-16,9.4,1.3,13.8,149.0
2020-12-16,5.3,0.0,6.3,179.0
2021-12-16,5.7,0.0,4.2,218.0
2022-12-16,6.3,0.4,7.9,308.0
2023-12-16,4.2,0.0,9.4,296.0
2024-12-16,4.8,0.0,7.3,207.0
2025-12-16,7.8,1.4,8.3,164.0
