date,tavg,prcp,wspd,wdir
2016-12-16,7.4,21.2,15.2,122.0
2017-12-16,0.8,0.0,27.4,312.0
2018-12-16,4.8,8.2,7.2,306.0
2019-12-16,8.7,23.3,24.5,125.0
2020-12-16,7.4,3.0,14.4,110.0
2021-12-16,4.9,0.0,4.7,342.0
2022-12-16,5.9,0.0,9.3,330.0
2023-12-16,3.6,0.0,15.6,329.0
2024-12-16,3.2,0.0,8.9,335.0
2025-12-16,8.0,25.1,14.2,109.0
