date,tavg,prcp,wspd,wdir
2016-12-16,3.9,0.0,4.3,154.0
2017-12-16,-2.0,0.1,9.9,322.0
2018-12-16,3.5,6.9,4.6,321.0
2019-12-16,5.2,3.1,4.6,115.0
2020-12-16,2.0,0.0,2.7,357.0
2021-12-16,3.6,0.0,3.1,331.0
2022-12-16,3.9,0.1,3.1,308.0
2023-12-16,2.3,0.0,5.0,313.0
2024-12-16,1.4,0.0,3.7,324.0
2025-12-16,4.3,0.8,4.6,75.0
