date,tavg,prcp,wspd,wdir
2016-12-16,6.0,4.9,8.5,107.0
2017-12-16,2.6,1.1,12.1,322.0
2018-12-16,6.9,11.3,7.5,318.0
2019-12-16,8.6,0.8,22.4,134.0
2020-12-16,6.6,0.0,13.6,142.0
2021-12-16,2.5,0.0,3.5,334.0
2022-12-16,6.7,0.2,10.3,316.0
2023-12-16,5.8,0.0,8.3,352.0
2024-12-16,3.3,0.0,5.2,94.0
2025-12-16,8.2,0.8,10.8,98.0
