date,tavg,prcp,wspd,wdir
2016-12-16,5.0,0.0,6.8,51.0
2017-12-16,0.3,0.0,7.1,327.0
2018-12-16,5.2,7.9,5.0,268.0
2019-12-16,6.3,4.1,5.3,46.0
2020-12-16,4.9,0.0,3.2,322.0
2021-12-16,4.2,0.0,2.9,296.0
2022-12-16,6.3,0.1,2.7,282.0
2023-12-16,2.4,0.0,3.6,347.0
2024-12-16,3.3,0.0,2.3,281.0
2025-12-16,7.1,0.0,4.4,61.0
