date,tavg,prcp,wspd,wdir
2016-12-16,6.2,2.8,8.3,130.0
2017-12-16,2.2,5.4,13.0,306.0
2018-12-16,7.4,15.4,10.2,170.0
2019-12-16,9.2,0.0,24.3,137.0
2020-12-16,7.3,0.0,16.1,137.0
2021-12-16,4.1,0.0,4.2,137.0
2022-12-16,6.5,0.5,10.6,314.0
2023-12-16,5.4,0.0,7.8,296.0
2024-12-16,2.5,0.0,5.3,119.0
2025-12-16,8.0,2.0,7.1,124.0
