date,tavg,prcp,wspd,wdir
2016-12-16,10.2,0.3,8.3,150.0
2017-12-16,7.7,15.0,8.5,330.0
2018-12-16,11.4,26.4,16.3,265.0
2019-12-16,14.5,0.0,18.1,161.0
2020-12-16,12.9,0.3,16.3,185.0
2021-12-16,7.1,0.0,7.1,97.0
2022-12-16,9.7,14.9,13.1,288.0
2023-12-16,7.5,0.0,7.5,93.0
2024-12-16,6.0,0.0,7.0,102.0
2025-12-16,11.4,2.8,6.0,209.0
