date,tavg,prcp,wspd,wdir
2016-12-16,2.2,1.5,5.1,164.0
2017-12-16,-6.6,1.0,10.4,350.0
2018-12-16,2.1,6.6,7.8,301.0
2019-12-16,1.9,0.7,9.3,211.0
2020-12-16,1.0,0.0,7.8,207.0
2021-12-16,1.4,0.0,5.0,11.0
2022-12-16,1.5,0.2,3.7,3.0
2023-12-16,0.2,0.0,8.6,13.0
2024-12-16,0.8,0.0,2.5,334.0
2025-12-16,1.0,0.2,6.4,220.0
