date,tavg,prcp,wspd,wdir
2016-12-16,7.5,6.7,8.8,107.0
2017-12-16,4.4,0.4,15.8,306.0
2018-12-16,9.4,7.4,11.4,227.0
2019-12-16,9.8,0.1,30.0,123.0
2020-12-16,8.1,0.0,17.4,125.0
2021-12-16,2.6,0.0,4.0,8.0
2022-12-16,7.9,0.1,10.3,306.0
2023-12-16,6.9,0.0,12.7,317.0
2024-12-16,4.8,0.0,11.7,114.0
2025-12-16,10.0,0.9,14.0,111.0
