date,tavg,prcp,wspd,wdir
2016-12-16,11.3,0.1,19.4,108.0
2017-12-16,4.4,0.3,23.0,291.0
2018-12-16,8.2,12.0,12.4,322.0
2019-12-16,12.3,0.1,35.9,87.0
2020-12-16,10.2,0.0,22.5,82.0
2021-12-16,6.5,0.0,10.0,57.0
2022-12-16,10.2,1.9,10.8,274.0
2023-12-16,6.1,0.0,12.1,288.0
2024-12-16,5.9,0.0,13.6,58.0
2025-12-16,11.7,0.6,22.6,81.0
