date,tavg,prcp,wspd,wdir
2016-12-16,1.3,1.3,5.6,69.0
2017-12-16,-3.5,0.3,6.7,258.0
2018-12-16,2.8,19.5,7.7,260.0
2019-12-16,4.5,0.3,15.4,96.0
2020-12-16,0.8,0.0,8.1,94.0
2021-12-16,1.5,0.0,3.3,75.0
2022-12-16,2.1,0.4,6.0,261.0
2023-12-16,0.9,0.0,4.0,93.0
2024-12-16,-0.2,0.0,3.5,94.0
2025-12-16,4.1,0.6,6.8,90.0
