date,tavg,prcp,wspd,wdir
2016-12-16,3.8,3.2,7.5,90.0
2017-12-16,0.1,0.8,14.7,308.0
2018-12-16,5.1,14.6,8.2,286.0
2019-12-16,6.3,0.0,14.9,130.0
2020-12-16,3.8,0.0,10.2,133.0
2021-12-16,2.7,0.0,3.2,152.0
2022-12-16,4.3,0.4,9.1,296.0
2023-12-16,1.7,0.0,2.7,125.0
2024-12-16,1.0,0.0,6.2,154.0
2025-12-16,6.2,0.1,6.8,138.0
