date,tavg,prcp,wspd,wdir
2016-12-16,6.6,9.7,10.1,99.0
2017-12-16,2.9,0.5,18.5,320.0
2018-12-16,8.1,8.8,11.0,331.0
2019-12-16,8.4,0.4,30.2,108.0
2020-12-16,7.1,0.0,19.2,103.0
2021-12-16,5.6,0.0,5.7,78.0
2022-12-16,7.1,0.1,15.9,319.0
2023-12-16,5.1,0.0,7.5,24.0
2024-12-16,5.1,0.0,12.0,88.0
2025-12-16,8.4,0.5,14.5,100.0
