date,tavg,prcp,wspd,wdir
2016-12-16,9.1,1.6,8.5,169.0
2017-12-16,5.1,21.8,8.4,295.0
2018-12-16,9.3,20.9,10.3,259.0
2019-12-16,13.2,0.0,24.9,171.0
2020-12-16,11.2,0.7,21.8,177.0
2021-12-16,7.2,0.0,9.2,178.0
2022-12-16,8.1,16.7,9.5,289.0
2023-12-16,6.8,0.0,5.5,82.0
2024-12-16,7.0,0.0,11.8,170.0
2025-12-16,10.7,5.9,8.9,193.0
