date,tavg,prcp,wspd,wdir
2023-05-15,14.5,2.0,22.0,
2023-05-16,14.1,,26.9,
2023-05-17,13.7,0.0,23.6,
2023-05-18,13.6,0.0,19.0,
2023-05-19,13.6,,18.1,
2023-05-20,14.9,0.3,13.4,
2023-05-21,15.1,,9.7,
2023-05-22,16.9,,9.4,
2023-05-23,18.2,4.2,11.6,
2023-05-24,17.8,1.6,12.9,
2023-05-25,16.8,14.2,12.6,
