date,tavg,prcp,wspd,wdir
2018-05-15,13.5,,20.8,
2018-05-16,13.7,,9.5,
2018-05-17,14.0,,6.2,
2018-05-18,15.4,,8.9,
2018-05-19,15.7,,12.7,
2018-05-20,15.4,,9.8,
2018-05-21,16.7,,10.0,
2018-05-22,16.7,,10.1,
2018-05-23,17.3,,6.5,
2018-05-24,19.2,,8.4,
2018-05-25,18.1,,8.5,
