date,tavg,prcp,wspd,wdir
2017-05-15,22.1,0.0,12.7,
2017-05-16,19.6,0.0,10.4,
2017-05-17,19.3,,8.3,
2017-05-18,18.6,0.0,13.0,
2017-05-19,16.2,1.0,23.6,
2017-05-20,17.8,0.0,21.4,
2017-05-21,18.7,0.0,13.3,
2017-05-22,17.0,,9.3,
2017-05-23,22.7,0.0,10.3,
2017-05-24,24.2,8.9,12.9,
2017-05-25,23.1,0.0,10.3,
