date,tavg,prcp,wspd,wdir
2019-05-15,15.8,0.0,15.2,
2019-05-16,13.8,34.1,10.6,
2019-05-17,9.3,4.5,14.3,
2019-05-18,8.6,15.7,10.9,
2019-05-19,9.1,2.8,12.9,
2019-05-20,11.0,0.0,12.2,
2019-05-21,12.4,,14.9,
2019-05-22,15.6,0.0,7.8,
2019-05-23,14.9,14.1,8.3,
2019-05-24,12.3,,15.8,
2019-05-25,12.3,0.3,21.7,
